"taxon_id","no0_median","low_2pnt5pct","low_10pct","high_90pct","high_97pnt5pct","prevalence","f0to2pnt5","f2pnt5to10","f10to90","f90to97pnt5","f97pnt5up","flag_pattern","type_1","category","message","taxon_type","colour_code","description","low","high","id","sample_type"
208,"2.5",0,0,5,5,"0","green","green","green","yellow","red","5","dog","Health associated","NA","Key","#00b3b0","Corynebacterium are commonly found in healthy oral biofilm communities in dogs. There is evidence that a specie of Corynebacterium and Streptococcus sanguinis work together and are important for the healthy oral biofilm development. ",0,12,84022,"oral"
319,"0",0,0,0,1,"0","green","green","green","green","red","6","cat","Pathobiont","NA","Key","#e88053","Enterococcus species, particularly Enterococcus faecalis, are Gram-positive bacterium commonly found in the oral cavity. Members of the Enterococcus group are associated with periodontal disease and infections of the root canal. Some studies suggest that E. faecalis interacts with Porphyromonas gingivalis, another oral pathogen, both of which are associated with advanced periodontal disease. 

",0,5,84009,"oral"
514,"12.5",0,0,25,25,"0","green","green","green","yellow","red","5","dog","Health associated","NA","Key","#37315c","Bacteria belonging to the Pasteurella genus are found in the oral cavity in about 55% of dogs, and about 80% of cats. Although associated with the oral biofilm of healthy dogs and cats, these bacteria are more likely to be found in dogs with more tartar (or “calculus”) on their teeth. Small dogs tend to have more Pasteurella bacteria in their mouths compared to large dogs, and male cats tend to have more Pasteurella bacteria compared to female cats.",0,35,84013,"oral"
384,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5440,"gut"
384,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,294,"gut"
284,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,201,"gut"
284,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5358,"gut"
606,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5639,"gut"
518,"10",0,0,20,20,"0","green","green","green","yellow","red","5","dog","Health associated","NA","Key","#953d79","Moraxella is a genus of aerobic bacteria belonging to the family Moraxellaceae, along with Acinetobacter, Psychrobacter and other related groups. Bacteria belonging to the Moraxella genus are beneficial organisms that are commonly found in the upper airway, nasal, and oral cavity of dogs and cats, and are also found on the skin and in the urogenital tract. In a survey of subgingival plaque in dogs, Moraxella are among those genera associated with healthy gingiva (Davis et al. 2013). It becomes less abundant in dogs who progress towards mild to severe periodontal disease.",0,30,84014,"oral"
1026,"2.5",0,0,5,5,"0","green","green","green","yellow","red","5","cat","Health associated","NA","Key","#0e949c","Members of this group of bacteria are common inhabitants of a healthy dog oral cavity. They are considered to be an early colonizer of oral biofilms and it has been found that their abundance decreases in advanced periodontal disease. 

",0,10,83991,"oral"
470,"3",0,0,6,6,"0","green","green","green","yellow","red","5","dog","Health associated","NA","Key","#72be45","Members of this group of bacteria are common inhabitants of a healthy dog oral cavity. They are considered to be an early colonizer of oral biofilms and it has been found that their abundance decreases in advanced periodontal disease. 

",0,12,84020,"oral"
1026,"3",0,0,6,6,"0","green","green","green","yellow","red","5","dog","Health associated","NA","Key","#0e949c","Members of this group of bacteria are common inhabitants of a healthy dog oral cavity. They are considered to be an early colonizer of oral biofilms and it has been found that their abundance decreases in advanced periodontal disease. 

",0,12,84021,"oral"
470,"2.5",0,0,5,5,"0","green","green","green","yellow","red","5","cat","Health associated","NA","Key","#72be45","Members of this group of bacteria are common inhabitants of a healthy dog oral cavity. They are considered to be an early colonizer of oral biofilms and it has been found that their abundance decreases in advanced periodontal disease. 

",0,10,83990,"oral"
368,"0",0,0,1,1,"0","green","green","green","yellow","red","5","dog","Periodontal disease associated","NA","Key","#FFE303","Members of the Proteocatella genus are spore-forming bacteria found in both dog and cat oral cavities. While not known to be associated with periodontal disease, the roles they may play in oral health are unknown.

",0,5,84034,"oral"
329,"7.5",0,0,15,15,"0","green","green","green","yellow","red","5","dog","Health associated","NA","Key","#5ba645","Bacteria belonging to this genus have been found in the oral cavity of dogs, where they are associated with oral health. In particular, the species Streptococcus pneumoniae is related to periodontal health.

",0,25,84015,"oral"
898,"0",0,0,1,1,"0","green","green","green","yellow","red","5","dog","Periodontal disease associated","NA","Key","#FFD39B","Bacteria in the Terrisporobacter genus are anaerobic and normal inhabitants of the digestive tract. In the oral cavity, they are classified as pathobionts.

",0,5,84036,"oral"
1249,"0",0,0,7,7,"0","green","green","green","yellow","red","5","cat","Periodontal disease associated","NA","Key","#FF6600","Bacteria in the Treponema genus are highly associated with periodontal disease. These bacteria are found in higher abundance in pets with more advanced periodontal disease and are commonly found in lesions in the oral cavity. Specifically, Treponema denticola is associated with increased alveolar bone resorption in periodontal disease and is believed to be able to subvert the host immune response. 
",0,12,84005,"oral"
606,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,503,"gut"
489,"0",0,0,0,1,"0","green","green","green","green","red","6","dog","Pathobiont","NA","Key","#c5de91","Campylobacter is a pathobiont commonly found in low levels in the oral cavity of dogs that can potentially become a problem when the community becomes imbalanced. It’s increased relative abundance in the oral microbiota is associated with the progression of periodontal disease. ",0,5,84041,"oral"
893,"0",0,0,0,0,"0","green","green","green","green","red","6","dog","Pathobiont","NA","Key","#FFC469","This a pathogen associated with impaired oral biofilms and is sometimes associated with chronic gastrointestinal issues.",0,5,84046,"oral"
1035,"0",0,0,0,1,"0","green","green","green","green","red","6","dog","Pathobiont","NA","Key","#FFA500","Bacteria belonging to the Escherichia genus may occur at very low levels in healthy pets. However, when found in appreciable amounts in the oral cavity, it indicates that the oral biofilm community lacks sufficient resistance to pathogen invasion.  If your pet has high levels of Escherichia Shigella, a bacteriophage cocktail called PreForPro is designed to reduce its levels. ",0,5,84044,"oral"
285,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,202,"gut"
285,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5359,"gut"
835,"0",0,0,0,1,"0","green","green","green","green","red","6","cat","Pathobiont","NA","Key","#FFDAB9","Campylobacter is a pathobiont commonly found in low levels in the oral cavity of dogs that can potentially become a problem when the community becomes imbalanced. It’s increased relative abundance in the oral microbiota is associated with the progression of periodontal disease. 

",0,5,84008,"oral"
634,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,530,"gut"
634,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5666,"gut"
2612,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7572,"gut"
760,"4",0,0,8,8,"0","green","green","green","yellow","red","5","dog","Health associated","NA","Key","#325b2c","Bacteria belonging to this genus have been found in the oral cavity of dogs, where they are associated with oral health.

",0,15,84019,"oral"
2612,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2461,"gut"
1650,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6616,"gut"
1650,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1505,"gut"
483,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5525,"gut"
483,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,382,"gut"
1013,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,876,"gut"
1013,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5989,"gut"
1343,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6310,"gut"
1343,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1199,"gut"
2113,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1966,"gut"
2113,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7077,"gut"
2613,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7573,"gut"
2613,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2462,"gut"
2614,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7574,"gut"
2614,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2463,"gut"
1651,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6617,"gut"
1651,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1506,"gut"
2454,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2305,"gut"
2454,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7416,"gut"
1462,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1318,"gut"
1462,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6429,"gut"
2422,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2273,"gut"
2422,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7384,"gut"
1463,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1319,"gut"
1463,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6430,"gut"
1721,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1576,"gut"
1721,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6687,"gut"
1450,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6417,"gut"
